id,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2019,valid_from,valid_to
3087,Business travel- air,Flights,"Domestic, to/from UK",Without RF,passenger.km,passenger.km,kg CH4,"Domestic, to/from UK Average passenger",0.00012,2019-01-01 00:00:00,2019-12-31 23:59:59
3088,Business travel- air,Flights,"Domestic, to/from UK",Without RF,passenger.km,passenger.km,kg CO2,"Domestic, to/from UK Average passenger",0.13345,2019-01-01 00:00:00,2019-12-31 23:59:59
3089,Business travel- air,Flights,"Domestic, to/from UK",Without RF,passenger.km,passenger.km,kg N2O,"Domestic, to/from UK Average passenger",0.00126,2019-01-01 00:00:00,2019-12-31 23:59:59
3090,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Business class",0.2336,2019-01-01 00:00:00,2019-12-31 23:59:59
3091,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Business class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3092,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Business class",0.23243,2019-01-01 00:00:00,2019-12-31 23:59:59
3093,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Business class",0.00116,2019-01-01 00:00:00,2019-12-31 23:59:59
3094,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Economy class",0.15573,2019-01-01 00:00:00,2019-12-31 23:59:59
3095,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Economy class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3096,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Economy class",0.15495,2019-01-01 00:00:00,2019-12-31 23:59:59
3097,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Economy class",0.00077,2019-01-01 00:00:00,2019-12-31 23:59:59
3098,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Average passenger",0.15832,2019-01-01 00:00:00,2019-12-31 23:59:59
3099,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Average passenger",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3100,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Average passenger",0.15753,2019-01-01 00:00:00,2019-12-31 23:59:59
3101,Business travel- air,Flights,"Short-haul, to/from UK",With RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Average passenger",0.00078,2019-01-01 00:00:00,2019-12-31 23:59:59
3102,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Business class",0.1235,2019-01-01 00:00:00,2019-12-31 23:59:59
3103,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Business class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3104,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Business class",0.12233,2019-01-01 00:00:00,2019-12-31 23:59:59
3105,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Business class",0.00116,2019-01-01 00:00:00,2019-12-31 23:59:59
3106,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Economy class",0.08233,2019-01-01 00:00:00,2019-12-31 23:59:59
3107,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Economy class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3108,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Economy class",0.08155,2019-01-01 00:00:00,2019-12-31 23:59:59
3109,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Economy class",0.00077,2019-01-01 00:00:00,2019-12-31 23:59:59
3110,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Average passenger",0.0837,2019-01-01 00:00:00,2019-12-31 23:59:59
3111,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Average passenger",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3112,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Average passenger",0.08291,2019-01-01 00:00:00,2019-12-31 23:59:59
3113,Business travel- air,Flights,"Short-haul, to/from UK",Without RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Average passenger",0.00078,2019-01-01 00:00:00,2019-12-31 23:59:59
3114,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Average passenger",0.19562,2019-01-01 00:00:00,2019-12-31 23:59:59
3115,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Average passenger",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3116,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Average passenger",0.19464,2019-01-01 00:00:00,2019-12-31 23:59:59
3117,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Average passenger",0.00097,2019-01-01 00:00:00,2019-12-31 23:59:59
3118,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Economy class",0.14981,2019-01-01 00:00:00,2019-12-31 23:59:59
3119,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Economy class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3120,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Economy class",0.14906,2019-01-01 00:00:00,2019-12-31 23:59:59
3121,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Economy class",0.00074,2019-01-01 00:00:00,2019-12-31 23:59:59
3122,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Premium economy class",0.2397,2019-01-01 00:00:00,2019-12-31 23:59:59
3123,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Premium economy class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3124,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Premium economy class",0.2385,2019-01-01 00:00:00,2019-12-31 23:59:59
3125,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Premium economy class",0.00119,2019-01-01 00:00:00,2019-12-31 23:59:59
3126,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Business class",0.43446,2019-01-01 00:00:00,2019-12-31 23:59:59
3127,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Business class",0.00002,2019-01-01 00:00:00,2019-12-31 23:59:59
3128,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Business class",0.43229,2019-01-01 00:00:00,2019-12-31 23:59:59
3129,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Business class",0.00215,2019-01-01 00:00:00,2019-12-31 23:59:59
3130,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK First class",0.59925,2019-01-01 00:00:00,2019-12-31 23:59:59
3131,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK First class",0.00002,2019-01-01 00:00:00,2019-12-31 23:59:59
3132,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK First class",0.59626,2019-01-01 00:00:00,2019-12-31 23:59:59
3133,Business travel- air,Flights,"Long-haul, to/from UK",With RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK First class",0.00297,2019-01-01 00:00:00,2019-12-31 23:59:59
3134,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Average passenger",0.10342,2019-01-01 00:00:00,2019-12-31 23:59:59
3135,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Average passenger",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3136,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Average passenger",0.10244,2019-01-01 00:00:00,2019-12-31 23:59:59
3137,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Average passenger",0.00097,2019-01-01 00:00:00,2019-12-31 23:59:59
3138,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Economy class",0.0792,2019-01-01 00:00:00,2019-12-31 23:59:59
3139,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Economy class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3140,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Economy class",0.07845,2019-01-01 00:00:00,2019-12-31 23:59:59
3141,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Economy class",0.00074,2019-01-01 00:00:00,2019-12-31 23:59:59
3142,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Premium economy class",0.12673,2019-01-01 00:00:00,2019-12-31 23:59:59
3143,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Premium economy class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3144,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Premium economy class",0.12553,2019-01-01 00:00:00,2019-12-31 23:59:59
3145,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Premium economy class",0.00119,2019-01-01 00:00:00,2019-12-31 23:59:59
3146,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Business class",0.22969,2019-01-01 00:00:00,2019-12-31 23:59:59
3147,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Business class",0.00002,2019-01-01 00:00:00,2019-12-31 23:59:59
3148,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Business class",0.22752,2019-01-01 00:00:00,2019-12-31 23:59:59
3149,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Business class",0.00215,2019-01-01 00:00:00,2019-12-31 23:59:59
3150,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK First class",0.31681,2019-01-01 00:00:00,2019-12-31 23:59:59
3151,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK First class",0.00002,2019-01-01 00:00:00,2019-12-31 23:59:59
3152,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK First class",0.31382,2019-01-01 00:00:00,2019-12-31 23:59:59
3153,Business travel- air,Flights,"Long-haul, to/from UK",Without RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK First class",0.00297,2019-01-01 00:00:00,2019-12-31 23:59:59
3154,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Average passenger",0.18078,2019-01-01 00:00:00,2019-12-31 23:59:59
3155,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CH4,"International, to/from non-UK Average passenger",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3156,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CO2,"International, to/from non-UK Average passenger",0.17987,2019-01-01 00:00:00,2019-12-31 23:59:59
3157,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg N2O,"International, to/from non-UK Average passenger",0.0009,2019-01-01 00:00:00,2019-12-31 23:59:59
3158,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Economy class",0.13845,2019-01-01 00:00:00,2019-12-31 23:59:59
3159,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CH4,"International, to/from non-UK Economy class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3160,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CO2,"International, to/from non-UK Economy class",0.13775,2019-01-01 00:00:00,2019-12-31 23:59:59
3161,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg N2O,"International, to/from non-UK Economy class",0.00069,2019-01-01 00:00:00,2019-12-31 23:59:59
3162,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Premium economy class",0.22151,2019-01-01 00:00:00,2019-12-31 23:59:59
3163,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CH4,"International, to/from non-UK Premium economy class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3164,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CO2,"International, to/from non-UK Premium economy class",0.2204,2019-01-01 00:00:00,2019-12-31 23:59:59
3165,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg N2O,"International, to/from non-UK Premium economy class",0.0011,2019-01-01 00:00:00,2019-12-31 23:59:59
3166,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Business class",0.40149,2019-01-01 00:00:00,2019-12-31 23:59:59
3167,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CH4,"International, to/from non-UK Business class",0.00002,2019-01-01 00:00:00,2019-12-31 23:59:59
3168,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CO2,"International, to/from non-UK Business class",0.39948,2019-01-01 00:00:00,2019-12-31 23:59:59
3169,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg N2O,"International, to/from non-UK Business class",0.00199,2019-01-01 00:00:00,2019-12-31 23:59:59
3170,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK First class",0.55376,2019-01-01 00:00:00,2019-12-31 23:59:59
3171,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CH4,"International, to/from non-UK First class",0.00002,2019-01-01 00:00:00,2019-12-31 23:59:59
3172,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg CO2,"International, to/from non-UK First class",0.551,2019-01-01 00:00:00,2019-12-31 23:59:59
3173,Business travel- air,Flights,"International, to/from non-UK",With RF,passenger.km,passenger.km,kg N2O,"International, to/from non-UK First class",0.00274,2019-01-01 00:00:00,2019-12-31 23:59:59
3174,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Average passenger",0.09558,2019-01-01 00:00:00,2019-12-31 23:59:59
3175,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CH4,"International, to/from non-UK Average passenger",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3176,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CO2,"International, to/from non-UK Average passenger",0.09467,2019-01-01 00:00:00,2019-12-31 23:59:59
3177,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg N2O,"International, to/from non-UK Average passenger",0.0009,2019-01-01 00:00:00,2019-12-31 23:59:59
3178,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Economy class",0.0732,2019-01-01 00:00:00,2019-12-31 23:59:59
3179,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CH4,"International, to/from non-UK Economy class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3180,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CO2,"International, to/from non-UK Economy class",0.0725,2019-01-01 00:00:00,2019-12-31 23:59:59
3181,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg N2O,"International, to/from non-UK Economy class",0.00069,2019-01-01 00:00:00,2019-12-31 23:59:59
3182,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Premium economy class",0.11711,2019-01-01 00:00:00,2019-12-31 23:59:59
3183,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CH4,"International, to/from non-UK Premium economy class",0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3184,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CO2,"International, to/from non-UK Premium economy class",0.116,2019-01-01 00:00:00,2019-12-31 23:59:59
3185,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg N2O,"International, to/from non-UK Premium economy class",0.0011,2019-01-01 00:00:00,2019-12-31 23:59:59
3186,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Business class",0.21226,2019-01-01 00:00:00,2019-12-31 23:59:59
3187,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CH4,"International, to/from non-UK Business class",0.00002,2019-01-01 00:00:00,2019-12-31 23:59:59
3188,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CO2,"International, to/from non-UK Business class",0.21025,2019-01-01 00:00:00,2019-12-31 23:59:59
3189,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg N2O,"International, to/from non-UK Business class",0.00199,2019-01-01 00:00:00,2019-12-31 23:59:59
3190,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK First class",0.29276,2019-01-01 00:00:00,2019-12-31 23:59:59
3191,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CH4,"International, to/from non-UK First class",0.00002,2019-01-01 00:00:00,2019-12-31 23:59:59
3192,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg CO2,"International, to/from non-UK First class",0.29,2019-01-01 00:00:00,2019-12-31 23:59:59
3193,Business travel- air,Flights,"International, to/from non-UK",Without RF,passenger.km,passenger.km,kg N2O,"International, to/from non-UK First class",0.00274,2019-01-01 00:00:00,2019-12-31 23:59:59
3194,Business travel- sea,Ferry,Foot passenger,,passenger.km,passenger.km,kg CO2e,Foot passenger,0.01874,2019-01-01 00:00:00,2019-12-31 23:59:59
3195,Business travel- sea,Ferry,Foot passenger,,passenger.km,passenger.km,kg CH4,Foot passenger,0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3196,Business travel- sea,Ferry,Foot passenger,,passenger.km,passenger.km,kg CO2,Foot passenger,0.01848,2019-01-01 00:00:00,2019-12-31 23:59:59
3197,Business travel- sea,Ferry,Foot passenger,,passenger.km,passenger.km,kg N2O,Foot passenger,0.00025,2019-01-01 00:00:00,2019-12-31 23:59:59
3198,Business travel- sea,Ferry,Car passenger,,passenger.km,passenger.km,kg CO2e,Car passenger,0.12952,2019-01-01 00:00:00,2019-12-31 23:59:59
3199,Business travel- sea,Ferry,Car passenger,,passenger.km,passenger.km,kg CH4,Car passenger,0.00004,2019-01-01 00:00:00,2019-12-31 23:59:59
3200,Business travel- sea,Ferry,Car passenger,,passenger.km,passenger.km,kg CO2,Car passenger,0.12774,2019-01-01 00:00:00,2019-12-31 23:59:59
3201,Business travel- sea,Ferry,Car passenger,,passenger.km,passenger.km,kg N2O,Car passenger,0.00174,2019-01-01 00:00:00,2019-12-31 23:59:59
3202,Business travel- sea,Ferry,Average (all passenger),,passenger.km,passenger.km,kg CO2e,Average (all passenger),0.11286,2019-01-01 00:00:00,2019-12-31 23:59:59
3203,Business travel- sea,Ferry,Average (all passenger),,passenger.km,passenger.km,kg CH4,Average (all passenger),0.00003,2019-01-01 00:00:00,2019-12-31 23:59:59
3204,Business travel- sea,Ferry,Average (all passenger),,passenger.km,passenger.km,kg CO2,Average (all passenger),0.11131,2019-01-01 00:00:00,2019-12-31 23:59:59
3205,Business travel- sea,Ferry,Average (all passenger),,passenger.km,passenger.km,kg N2O,Average (all passenger),0.00152,2019-01-01 00:00:00,2019-12-31 23:59:59
3206,Business travel- land,Cars (by market segment),Mini,Diesel,km,km,kg CO2e,Mini km Cars (by market segment),0.11009,2019-01-01 00:00:00,2019-12-31 23:59:59
3207,Business travel- land,Cars (by market segment),Mini,Diesel,km,km,kg CH4,Mini km Cars (by market segment),0,2019-01-01 00:00:00,2019-12-31 23:59:59
3208,Business travel- land,Cars (by market segment),Mini,Diesel,km,km,kg CO2,Mini km Cars (by market segment),0.10825,2019-01-01 00:00:00,2019-12-31 23:59:59
3209,Business travel- land,Cars (by market segment),Mini,Diesel,km,km,kg N2O,Mini km Cars (by market segment),0.00184,2019-01-01 00:00:00,2019-12-31 23:59:59
3210,Business travel- land,Cars (by market segment),Mini,Diesel,miles,miles,kg CO2e,Mini miles Cars (by market segment),0.17719,2019-01-01 00:00:00,2019-12-31 23:59:59
3211,Business travel- land,Cars (by market segment),Mini,Diesel,miles,miles,kg CH4,Mini miles Cars (by market segment),0.00001,2019-01-01 00:00:00,2019-12-31 23:59:59
3212,Business travel- land,Cars (by market segment),Mini,Diesel,miles,miles,kg CO2,Mini miles Cars (by market segment),0.17421,2019-01-01 00:00:00,2019-12-31 23:59:59
3213,Business travel- land,Cars (by market segment),Mini,Diesel,miles,miles,kg N2O,Mini miles Cars (by market segment),0.00297,2019-01-01 00:00:00,2019-12-31 23:59:59
3214,Business travel- land,Cars (by market segment),Mini,Petrol,km,km,kg CO2e,Mini km Cars (by market segment),0.13975,2019-01-01 00:00:00,2019-12-31 23:59:59
3215,Business travel- land,Cars (by market segment),Mini,Petrol,km,km,kg CH4,Mini km Cars (by market segment),0.00032,2019-01-01 00:00:00,2019-12-31 23:59:59
3216,Business travel- land,Cars (by market segment),Mini,Petrol,km,km,kg CO2,Mini km Cars (by market segment),0.13905,2019-01-01 00:00:00,2019-12-31 23:59:59
3217,Business travel- land,Cars (by market segment),Mini,Petrol,km,km,kg N2O,Mini km Cars (by market segment),0.00038,2019-01-01 00:00:00,2019-12-31 23:59:59
3218,Business travel- land,Cars (by market segment),Mini,Petrol,miles,miles,kg CO2e,Mini miles Cars (by market segment),0.2249,2019-01-01 00:00:00,2019-12-31 23:59:59
3219,Business travel- land,Cars (by market segment),Mini,Petrol,miles,miles,kg CH4,Mini miles Cars (by market segment),0.00051,2019-01-01 00:00:00,2019-12-31 23:59:59
3220,Business travel- land,Cars (by market segment),Mini,Petrol,miles,miles,kg CO2,Mini miles Cars (by market segment),0.22378,2019-01-01 00:00:00,2019-12-31 23:59:59
3221,Business travel- land,Cars (by market segment),Mini,Petrol,miles,miles,kg N2O,Mini miles Cars (by market segment),0.00061,2019-01-01 00:00:00,2019-12-31 23:59:59
3222,Business travel- land,Cars (by market segment),Mini,Unknown,km,km,kg CO2e,Mini km Cars (by market segment),0.13958,2019-01-01 00:00:00,2019-12-31 23:59:59
3223,Business travel- land,Cars (by market segment),Mini,Unknown,km,km,kg CH4,Mini km Cars (by market segment),0.00032,2019-01-01 00:00:00,2019-12-31 23:59:59
3224,Business travel- land,Cars (by market segment),Mini,Unknown,km,km,kg CO2,Mini km Cars (by market segment),0.13887,2019-01-01 00:00:00,2019-12-31 23:59:59
3225,Business travel- land,Cars (by market segment),Mini,Unknown,km,km,kg N2O,Mini km Cars (by market segment),0.00039,2019-01-01 00:00:00,2019-12-31 23:59:59
3226,Business travel- land,Cars (by market segment),Mini,Unknown,miles,miles,kg CO2e,Mini miles Cars (by market segment),0.22463,2019-01-01 00:00:00,2019-12-31 23:59:59
3227,Business travel- land,Cars (by market segment),Mini,Unknown,miles,miles,kg CH4,Mini miles Cars (by market segment),0.00051,2019-01-01 00:00:00,2019-12-31 23:59:59
3228,Business travel- land,Cars (by market segment),Mini,Unknown,miles,miles,kg CO2,Mini miles Cars (by market segment),0.22349,2019-01-01 00:00:00,2019-12-31 23:59:59
3229,Business travel- land,Cars (by market segment),Mini,Unknown,miles,miles,kg N2O,Mini miles Cars (by market segment),0.00063,2019-01-01 00:00:00,2019-12-31 23:59:59
3230,Business travel- land,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CO2e,Mini km Cars (by market segment),0.05235,2019-01-01 00:00:00,2019-12-31 23:59:59
3231,Business travel- land,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CH4,Mini km Cars (by market segment),0.00013,2019-01-01 00:00:00,2019-12-31 23:59:59
3232,Business travel- land,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CO2,Mini km Cars (by market segment),0.05194,2019-01-01 00:00:00,2019-12-31 23:59:59
3233,Business travel- land,Cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg N2O,Mini km Cars (by market segment),0.00028,2019-01-01 00:00:00,2019-12-31 23:59:59
3234,Business travel- land,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CO2e,Mini miles Cars (by market segment),0.08425,2019-01-01 00:00:00,2019-12-31 23:59:59
3235,Business travel- land,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CH4,Mini miles Cars (by market segment),0.00021,2019-01-01 00:00:00,2019-12-31 23:59:59
3236,Business travel- land,Cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CO2,Mini miles Cars (by market segment),0.08359,2019-01-01 00:00:00,2019-12-31 23:59:59
