id,Scope,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2021,valid_from,valid_to
4441,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Petrol,miles,miles,kg CO2,Supermini miles Managed cars (by market segment),0.24241,2021-01-01 00:00:00,2021-12-31 23:59:59
4442,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Petrol,miles,miles,kg N2O,Supermini miles Managed cars (by market segment),0.00058,2021-01-01 00:00:00,2021-12-31 23:59:59
4443,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,km,km,kg CO2e,Supermini km Managed cars (by market segment),0.14822,2021-01-01 00:00:00,2021-12-31 23:59:59
4444,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,km,km,kg CH4,Supermini km Managed cars (by market segment),0.00027,2021-01-01 00:00:00,2021-12-31 23:59:59
4445,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,km,km,kg CO2,Supermini km Managed cars (by market segment),0.14736,2021-01-01 00:00:00,2021-12-31 23:59:59
4446,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,km,km,kg N2O,Supermini km Managed cars (by market segment),0.00059,2021-01-01 00:00:00,2021-12-31 23:59:59
4447,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,miles,miles,kg CO2e,Supermini miles Managed cars (by market segment),0.23854,2021-01-01 00:00:00,2021-12-31 23:59:59
4448,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,miles,miles,kg CH4,Supermini miles Managed cars (by market segment),0.00043,2021-01-01 00:00:00,2021-12-31 23:59:59
4449,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,miles,miles,kg CO2,Supermini miles Managed cars (by market segment),0.23716,2021-01-01 00:00:00,2021-12-31 23:59:59
4450,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,miles,miles,kg N2O,Supermini miles Managed cars (by market segment),0.00095,2021-01-01 00:00:00,2021-12-31 23:59:59
4451,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Supermini km Managed cars (by market segment),0.05568,2021-01-01 00:00:00,2021-12-31 23:59:59
4452,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Supermini km Managed cars (by market segment),0.0002,2021-01-01 00:00:00,2021-12-31 23:59:59
4453,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Supermini km Managed cars (by market segment),0.0552,2021-01-01 00:00:00,2021-12-31 23:59:59
4454,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Supermini km Managed cars (by market segment),0.00028,2021-01-01 00:00:00,2021-12-31 23:59:59
4455,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Supermini miles Managed cars (by market segment),0.08961,2021-01-01 00:00:00,2021-12-31 23:59:59
4456,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Supermini miles Managed cars (by market segment),0.00032,2021-01-01 00:00:00,2021-12-31 23:59:59
4457,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Supermini miles Managed cars (by market segment),0.08884,2021-01-01 00:00:00,2021-12-31 23:59:59
4458,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Supermini miles Managed cars (by market segment),0.00045,2021-01-01 00:00:00,2021-12-31 23:59:59
4459,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg CO2e,Supermini km Managed cars (by market segment),0.04616,2021-01-01 00:00:00,2021-12-31 23:59:59
4460,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg CH4,Supermini km Managed cars (by market segment),0.00017,2021-01-01 00:00:00,2021-12-31 23:59:59
4461,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg CO2,Supermini km Managed cars (by market segment),0.04569,2021-01-01 00:00:00,2021-12-31 23:59:59
4462,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,km,km,kg N2O,Supermini km Managed cars (by market segment),0.0003,2021-01-01 00:00:00,2021-12-31 23:59:59
4463,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg CO2e,Supermini miles Managed cars (by market segment),0.07428,2021-01-01 00:00:00,2021-12-31 23:59:59
4464,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg CH4,Supermini miles Managed cars (by market segment),0.00028,2021-01-01 00:00:00,2021-12-31 23:59:59
4465,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg CO2,Supermini miles Managed cars (by market segment),0.07352,2021-01-01 00:00:00,2021-12-31 23:59:59
4466,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,miles,miles,kg N2O,Supermini miles Managed cars (by market segment),0.00048,2021-01-01 00:00:00,2021-12-31 23:59:59
4467,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Diesel,km,km,kg CO2e,Lower medium km Managed cars (by market segment),0.14307,2021-01-01 00:00:00,2021-12-31 23:59:59
4468,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Diesel,km,km,kg CH4,Lower medium km Managed cars (by market segment),0.000004,2021-01-01 00:00:00,2021-12-31 23:59:59
4469,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Diesel,km,km,kg CO2,Lower medium km Managed cars (by market segment),0.14119,2021-01-01 00:00:00,2021-12-31 23:59:59
4470,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Diesel,km,km,kg N2O,Lower medium km Managed cars (by market segment),0.00188,2021-01-01 00:00:00,2021-12-31 23:59:59
4471,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Diesel,miles,miles,kg CO2e,Lower medium miles Managed cars (by market segment),0.23026,2021-01-01 00:00:00,2021-12-31 23:59:59
4472,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Diesel,miles,miles,kg CH4,Lower medium miles Managed cars (by market segment),0.00001,2021-01-01 00:00:00,2021-12-31 23:59:59
4473,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Diesel,miles,miles,kg CO2,Lower medium miles Managed cars (by market segment),0.22722,2021-01-01 00:00:00,2021-12-31 23:59:59
4474,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Diesel,miles,miles,kg N2O,Lower medium miles Managed cars (by market segment),0.00303,2021-01-01 00:00:00,2021-12-31 23:59:59
4475,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Petrol,km,km,kg CO2e,Lower medium km Managed cars (by market segment),0.17497,2021-01-01 00:00:00,2021-12-31 23:59:59
4476,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Petrol,km,km,kg CH4,Lower medium km Managed cars (by market segment),0.00032,2021-01-01 00:00:00,2021-12-31 23:59:59
4477,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Petrol,km,km,kg CO2,Lower medium km Managed cars (by market segment),0.17429,2021-01-01 00:00:00,2021-12-31 23:59:59
4478,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Petrol,km,km,kg N2O,Lower medium km Managed cars (by market segment),0.00036,2021-01-01 00:00:00,2021-12-31 23:59:59
4479,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Petrol,miles,miles,kg CO2e,Lower medium miles Managed cars (by market segment),0.28159,2021-01-01 00:00:00,2021-12-31 23:59:59
4480,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Petrol,miles,miles,kg CH4,Lower medium miles Managed cars (by market segment),0.00051,2021-01-01 00:00:00,2021-12-31 23:59:59
4481,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Petrol,miles,miles,kg CO2,Lower medium miles Managed cars (by market segment),0.2805,2021-01-01 00:00:00,2021-12-31 23:59:59
4482,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Petrol,miles,miles,kg N2O,Lower medium miles Managed cars (by market segment),0.00058,2021-01-01 00:00:00,2021-12-31 23:59:59
4483,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,km,km,kg CO2e,Lower medium km Managed cars (by market segment),0.15903,2021-01-01 00:00:00,2021-12-31 23:59:59
4484,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,km,km,kg CH4,Lower medium km Managed cars (by market segment),0.00016,2021-01-01 00:00:00,2021-12-31 23:59:59
4485,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,km,km,kg CO2,Lower medium km Managed cars (by market segment),0.15775,2021-01-01 00:00:00,2021-12-31 23:59:59
4486,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,km,km,kg N2O,Lower medium km Managed cars (by market segment),0.00112,2021-01-01 00:00:00,2021-12-31 23:59:59
4487,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,miles,miles,kg CO2e,Lower medium miles Managed cars (by market segment),0.25593,2021-01-01 00:00:00,2021-12-31 23:59:59
4488,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,miles,miles,kg CH4,Lower medium miles Managed cars (by market segment),0.00026,2021-01-01 00:00:00,2021-12-31 23:59:59
4489,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,miles,miles,kg CO2,Lower medium miles Managed cars (by market segment),0.25387,2021-01-01 00:00:00,2021-12-31 23:59:59
4490,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,miles,miles,kg N2O,Lower medium miles Managed cars (by market segment),0.0018,2021-01-01 00:00:00,2021-12-31 23:59:59
4491,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Lower medium km Managed cars (by market segment),0.08876,2021-01-01 00:00:00,2021-12-31 23:59:59
4492,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Lower medium km Managed cars (by market segment),0.0003,2021-01-01 00:00:00,2021-12-31 23:59:59
4493,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Lower medium km Managed cars (by market segment),0.08812,2021-01-01 00:00:00,2021-12-31 23:59:59
4494,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Lower medium km Managed cars (by market segment),0.00034,2021-01-01 00:00:00,2021-12-31 23:59:59
4495,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Lower medium miles Managed cars (by market segment),0.14284,2021-01-01 00:00:00,2021-12-31 23:59:59
4496,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Lower medium miles Managed cars (by market segment),0.00048,2021-01-01 00:00:00,2021-12-31 23:59:59
4497,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Lower medium miles Managed cars (by market segment),0.14181,2021-01-01 00:00:00,2021-12-31 23:59:59
4498,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Lower medium miles Managed cars (by market segment),0.00055,2021-01-01 00:00:00,2021-12-31 23:59:59
4499,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,km,km,kg CO2e,Lower medium km Managed cars (by market segment),0.05256,2021-01-01 00:00:00,2021-12-31 23:59:59
4500,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,km,km,kg CH4,Lower medium km Managed cars (by market segment),0.0002,2021-01-01 00:00:00,2021-12-31 23:59:59
4501,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,km,km,kg CO2,Lower medium km Managed cars (by market segment),0.05202,2021-01-01 00:00:00,2021-12-31 23:59:59
4502,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,km,km,kg N2O,Lower medium km Managed cars (by market segment),0.00034,2021-01-01 00:00:00,2021-12-31 23:59:59
4503,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,miles,miles,kg CO2e,Lower medium miles Managed cars (by market segment),0.08458,2021-01-01 00:00:00,2021-12-31 23:59:59
4504,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,miles,miles,kg CH4,Lower medium miles Managed cars (by market segment),0.00032,2021-01-01 00:00:00,2021-12-31 23:59:59
4505,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,miles,miles,kg CO2,Lower medium miles Managed cars (by market segment),0.08372,2021-01-01 00:00:00,2021-12-31 23:59:59
4506,Scope3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,miles,miles,kg N2O,Lower medium miles Managed cars (by market segment),0.00054,2021-01-01 00:00:00,2021-12-31 23:59:59
4507,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Diesel,km,km,kg CO2e,Upper medium km Managed cars (by market segment),0.15955,2021-01-01 00:00:00,2021-12-31 23:59:59
4508,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Diesel,km,km,kg CH4,Upper medium km Managed cars (by market segment),0.000004,2021-01-01 00:00:00,2021-12-31 23:59:59
4509,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Diesel,km,km,kg CO2,Upper medium km Managed cars (by market segment),0.15767,2021-01-01 00:00:00,2021-12-31 23:59:59
4510,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Diesel,km,km,kg N2O,Upper medium km Managed cars (by market segment),0.00188,2021-01-01 00:00:00,2021-12-31 23:59:59
4511,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Diesel,miles,miles,kg CO2e,Upper medium miles Managed cars (by market segment),0.25678,2021-01-01 00:00:00,2021-12-31 23:59:59
4512,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Diesel,miles,miles,kg CH4,Upper medium miles Managed cars (by market segment),0.00001,2021-01-01 00:00:00,2021-12-31 23:59:59
4513,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Diesel,miles,miles,kg CO2,Upper medium miles Managed cars (by market segment),0.25374,2021-01-01 00:00:00,2021-12-31 23:59:59
4514,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Diesel,miles,miles,kg N2O,Upper medium miles Managed cars (by market segment),0.00303,2021-01-01 00:00:00,2021-12-31 23:59:59
4515,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Petrol,km,km,kg CO2e,Upper medium km Managed cars (by market segment),0.20359,2021-01-01 00:00:00,2021-12-31 23:59:59
4516,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Petrol,km,km,kg CH4,Upper medium km Managed cars (by market segment),0.00032,2021-01-01 00:00:00,2021-12-31 23:59:59
4517,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Petrol,km,km,kg CO2,Upper medium km Managed cars (by market segment),0.20291,2021-01-01 00:00:00,2021-12-31 23:59:59
4518,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Petrol,km,km,kg N2O,Upper medium km Managed cars (by market segment),0.00036,2021-01-01 00:00:00,2021-12-31 23:59:59
4519,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Petrol,miles,miles,kg CO2e,Upper medium miles Managed cars (by market segment),0.32764,2021-01-01 00:00:00,2021-12-31 23:59:59
4520,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Petrol,miles,miles,kg CH4,Upper medium miles Managed cars (by market segment),0.00051,2021-01-01 00:00:00,2021-12-31 23:59:59
4521,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Petrol,miles,miles,kg CO2,Upper medium miles Managed cars (by market segment),0.32655,2021-01-01 00:00:00,2021-12-31 23:59:59
4522,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Petrol,miles,miles,kg N2O,Upper medium miles Managed cars (by market segment),0.00058,2021-01-01 00:00:00,2021-12-31 23:59:59
4523,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,km,km,kg CO2e,Upper medium km Managed cars (by market segment),0.169,2021-01-01 00:00:00,2021-12-31 23:59:59
4524,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,km,km,kg CH4,Upper medium km Managed cars (by market segment),0.00007,2021-01-01 00:00:00,2021-12-31 23:59:59
4525,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,km,km,kg CO2,Upper medium km Managed cars (by market segment),0.16737,2021-01-01 00:00:00,2021-12-31 23:59:59
4526,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,km,km,kg N2O,Upper medium km Managed cars (by market segment),0.00156,2021-01-01 00:00:00,2021-12-31 23:59:59
4527,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,miles,miles,kg CO2e,Upper medium miles Managed cars (by market segment),0.27197,2021-01-01 00:00:00,2021-12-31 23:59:59
4528,Scope3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,miles,miles,kg CH4,Upper medium miles Managed cars (by market segment),0.00011,2021-01-01 00:00:00,2021-12-31 23:59:59
