id,Scope,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2021,valid_from,valid_to
4286,Scope3,Business travel- land,Cars (by size),Average car,Unknown,miles,miles,kg N2O,Average car miles Cars (by size),0.00176,2021-01-01 00:00:00,2021-12-31 23:59:59
4287,Scope3,Business travel- land,Cars (by size),Average car,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Average car km Cars (by size),0.09694,2021-01-01 00:00:00,2021-12-31 23:59:59
4288,Scope3,Business travel- land,Cars (by size),Average car,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Average car km Cars (by size),0.00033,2021-01-01 00:00:00,2021-12-31 23:59:59
4289,Scope3,Business travel- land,Cars (by size),Average car,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Average car km Cars (by size),0.09622,2021-01-01 00:00:00,2021-12-31 23:59:59
4290,Scope3,Business travel- land,Cars (by size),Average car,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Average car km Cars (by size),0.00039,2021-01-01 00:00:00,2021-12-31 23:59:59
4291,Scope3,Business travel- land,Cars (by size),Average car,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Average car miles Cars (by size),0.15601,2021-01-01 00:00:00,2021-12-31 23:59:59
4292,Scope3,Business travel- land,Cars (by size),Average car,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Average car miles Cars (by size),0.00053,2021-01-01 00:00:00,2021-12-31 23:59:59
4293,Scope3,Business travel- land,Cars (by size),Average car,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Average car miles Cars (by size),0.15485,2021-01-01 00:00:00,2021-12-31 23:59:59
4294,Scope3,Business travel- land,Cars (by size),Average car,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Average car miles Cars (by size),0.00063,2021-01-01 00:00:00,2021-12-31 23:59:59
4295,Scope3,Business travel- land,Cars (by size),Average car,Battery Electric Vehicle,km,km,kg CO2e,Average car km Cars (by size),0.05477,2021-01-01 00:00:00,2021-12-31 23:59:59
4296,Scope3,Business travel- land,Cars (by size),Average car,Battery Electric Vehicle,km,km,kg CH4,Average car km Cars (by size),0.00021,2021-01-01 00:00:00,2021-12-31 23:59:59
4297,Scope3,Business travel- land,Cars (by size),Average car,Battery Electric Vehicle,km,km,kg CO2,Average car km Cars (by size),0.05421,2021-01-01 00:00:00,2021-12-31 23:59:59
4298,Scope3,Business travel- land,Cars (by size),Average car,Battery Electric Vehicle,km,km,kg N2O,Average car km Cars (by size),0.00035,2021-01-01 00:00:00,2021-12-31 23:59:59
4299,Scope3,Business travel- land,Cars (by size),Average car,Battery Electric Vehicle,miles,miles,kg CO2e,Average car miles Cars (by size),0.08814,2021-01-01 00:00:00,2021-12-31 23:59:59
4300,Scope3,Business travel- land,Cars (by size),Average car,Battery Electric Vehicle,miles,miles,kg CH4,Average car miles Cars (by size),0.00033,2021-01-01 00:00:00,2021-12-31 23:59:59
4301,Scope3,Business travel- land,Cars (by size),Average car,Battery Electric Vehicle,miles,miles,kg CO2,Average car miles Cars (by size),0.08724,2021-01-01 00:00:00,2021-12-31 23:59:59
4302,Scope3,Business travel- land,Cars (by size),Average car,Battery Electric Vehicle,miles,miles,kg N2O,Average car miles Cars (by size),0.00057,2021-01-01 00:00:00,2021-12-31 23:59:59
4303,Scope3,Business travel- land,Motorbike,Small,,km,km,kg CO2e,Small km Motorbike,0.08306,2021-01-01 00:00:00,2021-12-31 23:59:59
4304,Scope3,Business travel- land,Motorbike,Small,,km,km,kg CH4,Small km Motorbike,0.00156,2021-01-01 00:00:00,2021-12-31 23:59:59
4305,Scope3,Business travel- land,Motorbike,Small,,km,km,kg CO2,Small km Motorbike,0.08094,2021-01-01 00:00:00,2021-12-31 23:59:59
4306,Scope3,Business travel- land,Motorbike,Small,,km,km,kg N2O,Small km Motorbike,0.00056,2021-01-01 00:00:00,2021-12-31 23:59:59
4307,Scope3,Business travel- land,Motorbike,Small,,miles,miles,kg CO2e,Small miles Motorbike,0.13369,2021-01-01 00:00:00,2021-12-31 23:59:59
4308,Scope3,Business travel- land,Motorbike,Small,,miles,miles,kg CH4,Small miles Motorbike,0.00252,2021-01-01 00:00:00,2021-12-31 23:59:59
4309,Scope3,Business travel- land,Motorbike,Small,,miles,miles,kg CO2,Small miles Motorbike,0.13027,2021-01-01 00:00:00,2021-12-31 23:59:59
4310,Scope3,Business travel- land,Motorbike,Small,,miles,miles,kg N2O,Small miles Motorbike,0.0009,2021-01-01 00:00:00,2021-12-31 23:59:59
4311,Scope3,Business travel- land,Motorbike,Medium,,km,km,kg CO2e,Medium km Motorbike,0.1009,2021-01-01 00:00:00,2021-12-31 23:59:59
4312,Scope3,Business travel- land,Motorbike,Medium,,km,km,kg CH4,Medium km Motorbike,0.00204,2021-01-01 00:00:00,2021-12-31 23:59:59
4313,Scope3,Business travel- land,Motorbike,Medium,,km,km,kg CO2,Medium km Motorbike,0.09826,2021-01-01 00:00:00,2021-12-31 23:59:59
4314,Scope3,Business travel- land,Motorbike,Medium,,km,km,kg N2O,Medium km Motorbike,0.0006,2021-01-01 00:00:00,2021-12-31 23:59:59
4315,Scope3,Business travel- land,Motorbike,Medium,,miles,miles,kg CO2e,Medium miles Motorbike,0.16237,2021-01-01 00:00:00,2021-12-31 23:59:59
4316,Scope3,Business travel- land,Motorbike,Medium,,miles,miles,kg CH4,Medium miles Motorbike,0.00328,2021-01-01 00:00:00,2021-12-31 23:59:59
4317,Scope3,Business travel- land,Motorbike,Medium,,miles,miles,kg CO2,Medium miles Motorbike,0.15813,2021-01-01 00:00:00,2021-12-31 23:59:59
4318,Scope3,Business travel- land,Motorbike,Medium,,miles,miles,kg N2O,Medium miles Motorbike,0.00096,2021-01-01 00:00:00,2021-12-31 23:59:59
4319,Scope3,Business travel- land,Motorbike,Large,,km,km,kg CO2e,Large km Motorbike,0.13245,2021-01-01 00:00:00,2021-12-31 23:59:59
4320,Scope3,Business travel- land,Motorbike,Large,,km,km,kg CH4,Large km Motorbike,0.00113,2021-01-01 00:00:00,2021-12-31 23:59:59
4321,Scope3,Business travel- land,Motorbike,Large,,km,km,kg CO2,Large km Motorbike,0.13072,2021-01-01 00:00:00,2021-12-31 23:59:59
4322,Scope3,Business travel- land,Motorbike,Large,,km,km,kg N2O,Large km Motorbike,0.0006,2021-01-01 00:00:00,2021-12-31 23:59:59
4323,Scope3,Business travel- land,Motorbike,Large,,miles,miles,kg CO2e,Large miles Motorbike,0.21315,2021-01-01 00:00:00,2021-12-31 23:59:59
4324,Scope3,Business travel- land,Motorbike,Large,,miles,miles,kg CH4,Large miles Motorbike,0.00182,2021-01-01 00:00:00,2021-12-31 23:59:59
4325,Scope3,Business travel- land,Motorbike,Large,,miles,miles,kg CO2,Large miles Motorbike,0.21037,2021-01-01 00:00:00,2021-12-31 23:59:59
4326,Scope3,Business travel- land,Motorbike,Large,,miles,miles,kg N2O,Large miles Motorbike,0.00096,2021-01-01 00:00:00,2021-12-31 23:59:59
4327,Scope3,Business travel- land,Motorbike,Average,,km,km,kg CO2e,Average km Motorbike,0.11355,2021-01-01 00:00:00,2021-12-31 23:59:59
4328,Scope3,Business travel- land,Motorbike,Average,,km,km,kg CH4,Average km Motorbike,0.00158,2021-01-01 00:00:00,2021-12-31 23:59:59
4329,Scope3,Business travel- land,Motorbike,Average,,km,km,kg CO2,Average km Motorbike,0.11138,2021-01-01 00:00:00,2021-12-31 23:59:59
4330,Scope3,Business travel- land,Motorbike,Average,,km,km,kg N2O,Average km Motorbike,0.00059,2021-01-01 00:00:00,2021-12-31 23:59:59
4331,Scope3,Business travel- land,Motorbike,Average,,miles,miles,kg CO2e,Average miles Motorbike,0.18274,2021-01-01 00:00:00,2021-12-31 23:59:59
4332,Scope3,Business travel- land,Motorbike,Average,,miles,miles,kg CH4,Average miles Motorbike,0.00254,2021-01-01 00:00:00,2021-12-31 23:59:59
4333,Scope3,Business travel- land,Motorbike,Average,,miles,miles,kg CO2,Average miles Motorbike,0.17925,2021-01-01 00:00:00,2021-12-31 23:59:59
4334,Scope3,Business travel- land,Motorbike,Average,,miles,miles,kg N2O,Average miles Motorbike,0.00095,2021-01-01 00:00:00,2021-12-31 23:59:59
4335,Scope3,Business travel- land,Taxis,Regular taxi,,km,km,kg CO2e,Regular taxi km,0.20826,2021-01-01 00:00:00,2021-12-31 23:59:59
4336,Scope3,Business travel- land,Taxis,Regular taxi,,km,km,kg CH4,Regular taxi km,0,2021-01-01 00:00:00,2021-12-31 23:59:59
4337,Scope3,Business travel- land,Taxis,Regular taxi,,km,km,kg CO2,Regular taxi km,0.20638,2021-01-01 00:00:00,2021-12-31 23:59:59
4338,Scope3,Business travel- land,Taxis,Regular taxi,,km,km,kg N2O,Regular taxi km,0.00188,2021-01-01 00:00:00,2021-12-31 23:59:59
4339,Scope3,Business travel- land,Taxis,Regular taxi,,passenger.km,passenger.km,kg CO2e,Regular taxi passenger.km,0.14876,2021-01-01 00:00:00,2021-12-31 23:59:59
4340,Scope3,Business travel- land,Taxis,Regular taxi,,passenger.km,passenger.km,kg CH4,Regular taxi passenger.km,0,2021-01-01 00:00:00,2021-12-31 23:59:59
4341,Scope3,Business travel- land,Taxis,Regular taxi,,passenger.km,passenger.km,kg CO2,Regular taxi passenger.km,0.14742,2021-01-01 00:00:00,2021-12-31 23:59:59
4342,Scope3,Business travel- land,Taxis,Regular taxi,,passenger.km,passenger.km,kg N2O,Regular taxi passenger.km,0.00134,2021-01-01 00:00:00,2021-12-31 23:59:59
4343,Scope3,Business travel- land,Taxis,Black cab,,km,km,kg CO2e,Black cab km,0.30624,2021-01-01 00:00:00,2021-12-31 23:59:59
4344,Scope3,Business travel- land,Taxis,Black cab,,km,km,kg CH4,Black cab km,0,2021-01-01 00:00:00,2021-12-31 23:59:59
4345,Scope3,Business travel- land,Taxis,Black cab,,km,km,kg CO2,Black cab km,0.30436,2021-01-01 00:00:00,2021-12-31 23:59:59
4346,Scope3,Business travel- land,Taxis,Black cab,,km,km,kg N2O,Black cab km,0.00188,2021-01-01 00:00:00,2021-12-31 23:59:59
4347,Scope3,Business travel- land,Taxis,Black cab,,passenger.km,passenger.km,kg CO2e,Black cab passenger.km,0.20416,2021-01-01 00:00:00,2021-12-31 23:59:59
4348,Scope3,Business travel- land,Taxis,Black cab,,passenger.km,passenger.km,kg CH4,Black cab passenger.km,0,2021-01-01 00:00:00,2021-12-31 23:59:59
4349,Scope3,Business travel- land,Taxis,Black cab,,passenger.km,passenger.km,kg CO2,Black cab passenger.km,0.20291,2021-01-01 00:00:00,2021-12-31 23:59:59
4350,Scope3,Business travel- land,Taxis,Black cab,,passenger.km,passenger.km,kg N2O,Black cab passenger.km,0.00125,2021-01-01 00:00:00,2021-12-31 23:59:59
4351,Scope3,Business travel- land,Bus,Local bus (not London),,passenger.km,passenger.km,kg CO2e,Local bus (not London) passenger.km,0.11774,2021-01-01 00:00:00,2021-12-31 23:59:59
4352,Scope3,Business travel- land,Bus,Local bus (not London),,passenger.km,passenger.km,kg CH4,Local bus (not London) passenger.km,0.00002,2021-01-01 00:00:00,2021-12-31 23:59:59
4353,Scope3,Business travel- land,Bus,Local bus (not London),,passenger.km,passenger.km,kg CO2,Local bus (not London) passenger.km,0.11673,2021-01-01 00:00:00,2021-12-31 23:59:59
4354,Scope3,Business travel- land,Bus,Local bus (not London),,passenger.km,passenger.km,kg N2O,Local bus (not London) passenger.km,0.00099,2021-01-01 00:00:00,2021-12-31 23:59:59
4355,Scope3,Business travel- land,Bus,Local London bus,,passenger.km,passenger.km,kg CO2e,Local London bus passenger.km,0.07718,2021-01-01 00:00:00,2021-12-31 23:59:59
4356,Scope3,Business travel- land,Bus,Local London bus,,passenger.km,passenger.km,kg CH4,Local London bus passenger.km,0.00001,2021-01-01 00:00:00,2021-12-31 23:59:59
4357,Scope3,Business travel- land,Bus,Local London bus,,passenger.km,passenger.km,kg CO2,Local London bus passenger.km,0.07664,2021-01-01 00:00:00,2021-12-31 23:59:59
4358,Scope3,Business travel- land,Bus,Local London bus,,passenger.km,passenger.km,kg N2O,Local London bus passenger.km,0.00053,2021-01-01 00:00:00,2021-12-31 23:59:59
4359,Scope3,Business travel- land,Bus,Average local bus,,passenger.km,passenger.km,kg CO2e,Average local bus passenger.km,0.10227,2021-01-01 00:00:00,2021-12-31 23:59:59
4360,Scope3,Business travel- land,Bus,Average local bus,,passenger.km,passenger.km,kg CH4,Average local bus passenger.km,0.00001,2021-01-01 00:00:00,2021-12-31 23:59:59
4361,Scope3,Business travel- land,Bus,Average local bus,,passenger.km,passenger.km,kg CO2,Average local bus passenger.km,0.10144,2021-01-01 00:00:00,2021-12-31 23:59:59
4362,Scope3,Business travel- land,Bus,Average local bus,,passenger.km,passenger.km,kg N2O,Average local bus passenger.km,0.00082,2021-01-01 00:00:00,2021-12-31 23:59:59
4363,Scope3,Business travel- land,Bus,Coach,,passenger.km,passenger.km,kg CO2e,Coach passenger.km,0.02684,2021-01-01 00:00:00,2021-12-31 23:59:59
4364,Scope3,Business travel- land,Bus,Coach,,passenger.km,passenger.km,kg CH4,Coach passenger.km,0.00001,2021-01-01 00:00:00,2021-12-31 23:59:59
4365,Scope3,Business travel- land,Bus,Coach,,passenger.km,passenger.km,kg CO2,Coach passenger.km,0.02629,2021-01-01 00:00:00,2021-12-31 23:59:59
4366,Scope3,Business travel- land,Bus,Coach,,passenger.km,passenger.km,kg N2O,Coach passenger.km,0.00054,2021-01-01 00:00:00,2021-12-31 23:59:59
4367,Scope3,Business travel- land,Rail,National rail,,passenger.km,passenger.km,kg CO2e,National rail passenger.km,0.03549,2021-01-01 00:00:00,2021-12-31 23:59:59
4368,Scope3,Business travel- land,Rail,National rail,,passenger.km,passenger.km,kg CH4,National rail passenger.km,0.00007,2021-01-01 00:00:00,2021-12-31 23:59:59
4369,Scope3,Business travel- land,Rail,National rail,,passenger.km,passenger.km,kg CO2,National rail passenger.km,0.0351,2021-01-01 00:00:00,2021-12-31 23:59:59
4370,Scope3,Business travel- land,Rail,National rail,,passenger.km,passenger.km,kg N2O,National rail passenger.km,0.00032,2021-01-01 00:00:00,2021-12-31 23:59:59
4371,Scope3,Business travel- land,Rail,International rail,,passenger.km,passenger.km,kg CO2e,International rail passenger.km,0.00446,2021-01-01 00:00:00,2021-12-31 23:59:59
4372,Scope3,Business travel- land,Rail,International rail,,passenger.km,passenger.km,kg CH4,International rail passenger.km,0.00002,2021-01-01 00:00:00,2021-12-31 23:59:59
4373,Scope3,Business travel- land,Rail,International rail,,passenger.km,passenger.km,kg CO2,International rail passenger.km,0.00441,2021-01-01 00:00:00,2021-12-31 23:59:59
4374,Scope3,Business travel- land,Rail,International rail,,passenger.km,passenger.km,kg N2O,International rail passenger.km,0.00003,2021-01-01 00:00:00,2021-12-31 23:59:59
4375,Scope3,Business travel- land,Rail,Light rail and tram,,passenger.km,passenger.km,kg CO2e,Light rail and tram passenger.km,0.02861,2021-01-01 00:00:00,2021-12-31 23:59:59
4376,Scope3,Business travel- land,Rail,Light rail and tram,,passenger.km,passenger.km,kg CH4,Light rail and tram passenger.km,0.00011,2021-01-01 00:00:00,2021-12-31 23:59:59
4377,Scope3,Business travel- land,Rail,Light rail and tram,,passenger.km,passenger.km,kg CO2,Light rail and tram passenger.km,0.02832,2021-01-01 00:00:00,2021-12-31 23:59:59
4378,Scope3,Business travel- land,Rail,Light rail and tram,,passenger.km,passenger.km,kg N2O,Light rail and tram passenger.km,0.00018,2021-01-01 00:00:00,2021-12-31 23:59:59
4379,Scope3,Business travel- land,Rail,London Underground,,passenger.km,passenger.km,kg CO2e,London Underground passenger.km,0.02781,2021-01-01 00:00:00,2021-12-31 23:59:59
4380,Scope3,Business travel- land,Rail,London Underground,,passenger.km,passenger.km,kg CH4,London Underground passenger.km,0.0001,2021-01-01 00:00:00,2021-12-31 23:59:59
4381,Scope3,Business travel- land,Rail,London Underground,,passenger.km,passenger.km,kg CO2,London Underground passenger.km,0.02753,2021-01-01 00:00:00,2021-12-31 23:59:59
4382,Scope3,Business travel- land,Rail,London Underground,,passenger.km,passenger.km,kg N2O,London Underground passenger.km,0.00018,2021-01-01 00:00:00,2021-12-31 23:59:59
4383,Scope3,Managed assets- electricity,UK electricity generated (managed assets),Electricity: UK,,kWh,kWh,kg CO2e,Electricity: UK kWh,0.21233,2021-01-01 00:00:00,2021-12-31 23:59:59
4384,Scope3,Managed assets- electricity,UK electricity generated (managed assets),Electricity: UK,,kWh,kWh,kg CH4,Electricity: UK kWh,0.0008,2021-01-01 00:00:00,2021-12-31 23:59:59
4385,Scope3,Managed assets- electricity,UK electricity generated (managed assets),Electricity: UK,,kWh,kWh,kg CO2,Electricity: UK kWh,0.21016,2021-01-01 00:00:00,2021-12-31 23:59:59
4386,Scope3,Managed assets- electricity,UK electricity generated (managed assets),Electricity: UK,,kWh,kWh,kg N2O,Electricity: UK kWh,0.00137,2021-01-01 00:00:00,2021-12-31 23:59:59
4387,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Diesel,km,km,kg CO2e,Mini km Managed cars (by market segment),0.1063,2021-01-01 00:00:00,2021-12-31 23:59:59
4388,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Diesel,km,km,kg CH4,Mini km Managed cars (by market segment),0.000004,2021-01-01 00:00:00,2021-12-31 23:59:59
4389,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Diesel,km,km,kg CO2,Mini km Managed cars (by market segment),0.10442,2021-01-01 00:00:00,2021-12-31 23:59:59
4390,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Diesel,km,km,kg N2O,Mini km Managed cars (by market segment),0.00188,2021-01-01 00:00:00,2021-12-31 23:59:59
4391,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Diesel,miles,miles,kg CO2e,Mini miles Managed cars (by market segment),0.17108,2021-01-01 00:00:00,2021-12-31 23:59:59
4392,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Diesel,miles,miles,kg CH4,Mini miles Managed cars (by market segment),0.00001,2021-01-01 00:00:00,2021-12-31 23:59:59
4393,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Diesel,miles,miles,kg CO2,Mini miles Managed cars (by market segment),0.16804,2021-01-01 00:00:00,2021-12-31 23:59:59
4394,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Diesel,miles,miles,kg N2O,Mini miles Managed cars (by market segment),0.00303,2021-01-01 00:00:00,2021-12-31 23:59:59
4395,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Petrol,km,km,kg CO2e,Mini km Managed cars (by market segment),0.1361,2021-01-01 00:00:00,2021-12-31 23:59:59
4396,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Petrol,km,km,kg CH4,Mini km Managed cars (by market segment),0.00032,2021-01-01 00:00:00,2021-12-31 23:59:59
4397,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Petrol,km,km,kg CO2,Mini km Managed cars (by market segment),0.13542,2021-01-01 00:00:00,2021-12-31 23:59:59
4398,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Petrol,km,km,kg N2O,Mini km Managed cars (by market segment),0.00036,2021-01-01 00:00:00,2021-12-31 23:59:59
4399,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Petrol,miles,miles,kg CO2e,Mini miles Managed cars (by market segment),0.21903,2021-01-01 00:00:00,2021-12-31 23:59:59
4400,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Petrol,miles,miles,kg CH4,Mini miles Managed cars (by market segment),0.00051,2021-01-01 00:00:00,2021-12-31 23:59:59
4401,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Petrol,miles,miles,kg CO2,Mini miles Managed cars (by market segment),0.21794,2021-01-01 00:00:00,2021-12-31 23:59:59
4402,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Petrol,miles,miles,kg N2O,Mini miles Managed cars (by market segment),0.00058,2021-01-01 00:00:00,2021-12-31 23:59:59
4403,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,km,km,kg CO2e,Mini km Managed cars (by market segment),0.13579,2021-01-01 00:00:00,2021-12-31 23:59:59
4404,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,km,km,kg CH4,Mini km Managed cars (by market segment),0.00031,2021-01-01 00:00:00,2021-12-31 23:59:59
4405,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,km,km,kg CO2,Mini km Managed cars (by market segment),0.1351,2021-01-01 00:00:00,2021-12-31 23:59:59
4406,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,km,km,kg N2O,Mini km Managed cars (by market segment),0.00038,2021-01-01 00:00:00,2021-12-31 23:59:59
4407,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,miles,miles,kg CO2e,Mini miles Managed cars (by market segment),0.21854,2021-01-01 00:00:00,2021-12-31 23:59:59
4408,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,miles,miles,kg CH4,Mini miles Managed cars (by market segment),0.0005,2021-01-01 00:00:00,2021-12-31 23:59:59
4409,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,miles,miles,kg CO2,Mini miles Managed cars (by market segment),0.21743,2021-01-01 00:00:00,2021-12-31 23:59:59
4410,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,miles,miles,kg N2O,Mini miles Managed cars (by market segment),0.00061,2021-01-01 00:00:00,2021-12-31 23:59:59
4411,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Mini km Managed cars (by market segment),,2021-01-01 00:00:00,2021-12-31 23:59:59
4412,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Mini km Managed cars (by market segment),,2021-01-01 00:00:00,2021-12-31 23:59:59
4413,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Mini km Managed cars (by market segment),,2021-01-01 00:00:00,2021-12-31 23:59:59
4414,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Mini km Managed cars (by market segment),,2021-01-01 00:00:00,2021-12-31 23:59:59
4415,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Mini miles Managed cars (by market segment),,2021-01-01 00:00:00,2021-12-31 23:59:59
4416,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Mini miles Managed cars (by market segment),,2021-01-01 00:00:00,2021-12-31 23:59:59
4417,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Mini miles Managed cars (by market segment),,2021-01-01 00:00:00,2021-12-31 23:59:59
4418,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Mini miles Managed cars (by market segment),,2021-01-01 00:00:00,2021-12-31 23:59:59
4419,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CO2e,Mini km Managed cars (by market segment),0.04391,2021-01-01 00:00:00,2021-12-31 23:59:59
4420,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CH4,Mini km Managed cars (by market segment),0.00016,2021-01-01 00:00:00,2021-12-31 23:59:59
4421,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg CO2,Mini km Managed cars (by market segment),0.04347,2021-01-01 00:00:00,2021-12-31 23:59:59
4422,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,km,km,kg N2O,Mini km Managed cars (by market segment),0.00028,2021-01-01 00:00:00,2021-12-31 23:59:59
4423,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CO2e,Mini miles Managed cars (by market segment),0.07068,2021-01-01 00:00:00,2021-12-31 23:59:59
4424,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CH4,Mini miles Managed cars (by market segment),0.00026,2021-01-01 00:00:00,2021-12-31 23:59:59
4425,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg CO2,Mini miles Managed cars (by market segment),0.06996,2021-01-01 00:00:00,2021-12-31 23:59:59
4426,Scope3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,miles,miles,kg N2O,Mini miles Managed cars (by market segment),0.00046,2021-01-01 00:00:00,2021-12-31 23:59:59
4427,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Diesel,km,km,kg CO2e,Supermini km Managed cars (by market segment),0.13078,2021-01-01 00:00:00,2021-12-31 23:59:59
4428,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Diesel,km,km,kg CH4,Supermini km Managed cars (by market segment),0.000004,2021-01-01 00:00:00,2021-12-31 23:59:59
4429,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Diesel,km,km,kg CO2,Supermini km Managed cars (by market segment),0.1289,2021-01-01 00:00:00,2021-12-31 23:59:59
4430,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Diesel,km,km,kg N2O,Supermini km Managed cars (by market segment),0.00188,2021-01-01 00:00:00,2021-12-31 23:59:59
4431,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Diesel,miles,miles,kg CO2e,Supermini miles Managed cars (by market segment),0.21049,2021-01-01 00:00:00,2021-12-31 23:59:59
4432,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Diesel,miles,miles,kg CH4,Supermini miles Managed cars (by market segment),0.00001,2021-01-01 00:00:00,2021-12-31 23:59:59
4433,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Diesel,miles,miles,kg CO2,Supermini miles Managed cars (by market segment),0.20745,2021-01-01 00:00:00,2021-12-31 23:59:59
4434,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Diesel,miles,miles,kg N2O,Supermini miles Managed cars (by market segment),0.00303,2021-01-01 00:00:00,2021-12-31 23:59:59
4435,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Petrol,km,km,kg CO2e,Supermini km Managed cars (by market segment),0.1513,2021-01-01 00:00:00,2021-12-31 23:59:59
4436,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Petrol,km,km,kg CH4,Supermini km Managed cars (by market segment),0.00032,2021-01-01 00:00:00,2021-12-31 23:59:59
4437,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Petrol,km,km,kg CO2,Supermini km Managed cars (by market segment),0.15062,2021-01-01 00:00:00,2021-12-31 23:59:59
4438,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Petrol,km,km,kg N2O,Supermini km Managed cars (by market segment),0.00036,2021-01-01 00:00:00,2021-12-31 23:59:59
4439,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Petrol,miles,miles,kg CO2e,Supermini miles Managed cars (by market segment),0.2435,2021-01-01 00:00:00,2021-12-31 23:59:59
4440,Scope3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Petrol,miles,miles,kg CH4,Supermini miles Managed cars (by market segment),0.00051,2021-01-01 00:00:00,2021-12-31 23:59:59
